,City,Country_Code,Input_Lat,Input_Lon,Actual_Lat,Actual_Lon,MaxTemp,Humidity,Cloudiness,Wind_Speed,Date_Time,Hemisphere
1263,simpang,ID,-1,104,-1.2667,104.0833,74.19,94,82,2.51,6/16/2021 - 14:34:47,Southern
1267,ishigaki,JP,21,126,24.3448,124.1572,84.27,85,68,2.48,6/16/2021 - 14:34:47,Northern
1270,elko,US,41,-116,41.0002,-115.5012,86.65,9,7,3,6/16/2021 - 14:34:48,Northern
1273,dondo,MZ,-20,34,-19.6094,34.7431,67.51,88,33,5.37,6/16/2021 - 14:34:48,Southern
1277,huarmey,PE,-15,-87,-10.0681,-78.1522,72.95,71,39,12.57,6/16/2021 - 14:34:49,Southern
1280,urucara,BR,0,-58,-2.5364,-57.76,79.77,93,100,2.57,6/16/2021 - 14:34:49,Southern
1283,tuban,ID,-7,112,-6.8976,112.0649,77.07,85,84,6.2,6/16/2021 - 14:33:13,Southern
1287,svobodnyy,RU,52,129,51.4,128.1333,63.95,97,100,8.81,6/16/2021 - 14:34:50,Northern
1289,sao joao da ponte,BR,-16,-44,-15.9292,-44.0078,81.09,32,50,4.76,6/16/2021 - 14:34:51,Southern
1293,bac lieu,VN,7,106,9.285,105.7244,80.91,83,99,6.17,6/16/2021 - 14:34:51,Northern
1298,lososina,RU,49,141,48.9975,140.3106,51.48,94,25,5.53,6/16/2021 - 14:34:52,Northern
